African,25
African American,67
Asian American,202
East Asian,143
Ethnically Jewish,58
Hispanic,53
Latinx,56
Middle Eastern,33
Native American,14
Pacific Islander,6
South Asian,53
Southeast Asian,53
West Indian/Caribbean,20
White,551
White Hispanic,34
Other,12
